location_id,name,area,type,latitude,longitude
399,Dr. Hilla Limann Hall,University of Ghana,Hostel,5.6374859,-0.1846474
400,Drill D’,Legon Area,Restaurant Area,5.6262043,-0.1535103
401,DrivePrime Auto Parts,East Legon,Landmark,5.6493257,-0.1546052
402,E-Library,East Legon,Landmark,5.6625367,-0.1757269
403,E. P. Chuch Madina,Madina,Landmark,5.6717836,-0.1632960
404,Early Age Montessori School,Legon Area,Academic,5.6685534,-0.1861782
405,Earth Science,University of Ghana,Landmark,5.6511055,-0.1846376
406,"Earth Science Department, Legon",University of Ghana,Academic,5.6512093,-0.1844220
407,East Airport Guest House,Legon Area,Landmark,5.6256168,-0.1471360
408,East Gate Hotel,Legon Area,Landmark,5.6320067,-0.1680467
409,East Legon,East Legon,Transport Stop,5.6483193,-0.1507720
410,East Legon 11,University of Ghana,Residential Area,5.6478663,-0.1837175
411,East Legon 20,University of Ghana,Residential Area,5.6466655,-0.1846659
412,East Legon 21,University of Ghana,Residential Area,5.6448082,-0.1844832
413,East Legon 22,University of Ghana,Landmark,5.6443028,-0.1846965
414,East Legon 6,University of Ghana,Residential Area,5.6471847,-0.1832931
415,East Legon 8,University of Ghana,Landmark,5.6460228,-0.1844783
416,East Legon 9,University of Ghana,Residential Area,5.6456621,-0.1839616
417,East Legon Central Masjid,East Legon,Landmark,5.6420009,-0.1642429
418,East Legon Central Mosque,East Legon,Landmark,5.6420355,-0.1642928
419,East Legon Police Station,Legon Area,Landmark,5.6316248,-0.1525559
420,East Legon Veteinary Centre,East Legon,Landmark,5.6412384,-0.1756336
421,Ebenezer,Haatso,Transport Stop,5.6673302,-0.1926581
422,Ebenezer Nursery,Haatso,Academic,5.6671424,-0.1927394
423,Eckankar,East Legon,Landmark,5.6372409,-0.1737662
424,Ecobank,East Legon,Service,5.6412311,-0.1750258
425,Economics Department,University of Ghana,Landmark,5.6511659,-0.1874726
426,ECOWAS Coastal & Marine Resources,University of Ghana,Landmark,5.6527948,-0.1839535
427,ECP Pharmacy Wholesale,Madina,Health,5.6691692,-0.1769998
428,Ed-Joe,Legon Area,Health,5.6405047,-0.2105802
429,Eddys Pizza,Legon Area,Restaurant Area,5.6223330,-0.1736426
430,Eden,East Legon,Academic,5.6362887,-0.1601572
431,Edlys Montessori School,Legon Area,Academic,5.6690082,-0.1841885
432,EFE,East Legon,Landmark,5.6502889,-0.1677585
433,Egya Mensah,Haatso,Landmark,5.6721950,-0.1910217
434,El Tarsh Ventires,Haatso,Market,5.6740526,-0.1908336
435,Eleanor's Bar and Restaurant,Legon Area,Restaurant,5.6701816,-0.1852849
436,Electro Space,Legon Area,Landmark,5.6298730,-0.1462725
437,Electromart,Legon Area,Landmark,5.6707955,-0.1894772
438,Electronics Hub,Legon Area,Landmark,5.6224402,-0.1728603
439,Elias Builder's Gate Enterprise,Legon Area,Landmark,5.6735227,-0.1820749
440,Elizabeth Frances Sey Hall,University of Ghana,Landmark,5.6359372,-0.1873718
441,Elizabeth Sey Pharmacy,University of Ghana,Health,5.6354138,-0.1874682
442,Ellking Hotel,East Legon,Landmark,5.6398777,-0.1600978
443,Eloise,East Legon,Landmark,5.6385464,-0.1758780
444,Emefa,Haatso,Transport Stop,5.6673423,-0.1931486
445,Emenash,Legon Area,Landmark,5.6693812,-0.1885317
446,Emerald Quantum Ventures,Legon Area,Landmark,5.6687720,-0.1882307
447,Emily Otiboe School,East Legon,Academic,5.6369785,-0.1628003
448,Emmanuel Eye Clinic,Legon Area,Health,5.6304406,-0.1744333
449,Empire State Hotel,Legon Area,Landmark,5.6312552,-0.1594094
450,Emporium Pharmacy,University of Ghana,Health,5.6413071,-0.1772622
451,Empress,Legon Area,Landmark,5.6741479,-0.1876939
452,Energy building,University of Ghana,Landmark,5.6465735,-0.1880842
453,Engen,East Legon,Landmark,5.6592271,-0.1679370
454,ENGINEERING BLOCK,Madina,Landmark,5.6642182,-0.1744076
455,Engmann House,Madina,Academic,5.6634954,-0.1730038
456,Engmann House Common Room,Madina,Academic,5.6634916,-0.1733357
457,Enso Nyame Ye,East Legon,Market,5.6463609,-0.1529645
458,EPCL,East Legon,Health,5.6473956,-0.1497059
459,EPP Books,University of Ghana,Landmark,5.6536299,-0.1789940
460,Equity pharmacy,East Legon,Health,5.6373107,-0.1502454
461,Erata Hotel,East Legon,Landmark,5.6395541,-0.1750319
462,Erata Motors,Legon Area,Landmark,5.6313862,-0.1728774
463,Ernest Chemist,University of Ghana,Health,5.6531812,-0.1791792
464,Ernest Chemists East Legon Retail,Legon Area,Health,5.6339009,-0.1727902
465,Ernest Enterprise,Madina,Landmark,5.6672039,-0.1777367
466,Ernest Pharmacy,East Legon,Health,5.6404802,-0.1512114
467,Esidem Hospital,East Legon,Health,5.6601762,-0.1549791
468,Estatepedia,East Legon,Landmark,5.6455545,-0.1456244
469,Evandy Hostel,Legon Area,Hostel,5.6631104,-0.1818104
470,Evergreene Palms,Legon Area,Landmark,5.6232917,-0.1789731
471,Everything Kitchen,Legon Area,Restaurant,5.6729543,-0.1820700
472,Everything Nails & Spa,Legon Area,Landmark,5.6359134,-0.2147843
473,EVP Pharmacy,Haatso,Health,5.6605064,-0.2062095
474,Express Post Delivery Company,Legon Area,Landmark,5.6215838,-0.1739414
475,"Faculty of Arts, Languages",University of Ghana,Landmark,5.6509498,-0.1883360
476,family health shio,University of Ghana,Market,5.6480466,-0.1788001
477,Family Life Hotel,Legon Area,Landmark,5.6219778,-0.1915508
478,Farmers Haus,Legon Area,Landmark,5.6379047,-0.2125917
479,Felasino Supermarket,Haatso,Market,5.6734405,-0.1902661
480,Fidelity,Haatso,Transport Stop,5.6674030,-0.2002539
481,Fidelity Bank,Haatso,Service,5.6677677,-0.2003369
482,Fiesta Royale Hotel,Legon Area,Landmark,5.6192847,-0.1915778
483,Filipo,East Legon,Restaurant,5.6474684,-0.1692722
484,Fillie B's,East Legon,Restaurant,5.6358771,-0.1661658
485,Filling Station,Haatso,Transport Stop,5.6674867,-0.2033864
486,Fine Star,East Legon,Landmark,5.6422379,-0.1527377
487,Firdaus Cosmetics,Madina,Landmark,5.6731426,-0.1460100
488,Fire Stone,Madina,Transport Stop,5.6712951,-0.1751118
489,First Atlantic,East Legon,Service,5.6452477,-0.1489632
490,First Atlantic Bank,Legon Area,Service,5.6335946,-0.1728286
491,First Love Centre - The Mega Church,East Legon,Landmark,5.6569505,-0.1672423
492,First National Bank,Legon Area,Service,5.6678601,-0.1881616
493,FirstBank Ghana,Madina,Service,5.6669892,-0.1786231
494,Flame Grill Since 1957,Legon Area,Restaurant,5.6259056,-0.1535469
495,Flicks & Licks - East Legon,Legon Area,Restaurant,5.6305043,-0.1731969
496,Florenbent Plaza,Legon Area,Landmark,5.6501144,-0.2102389
497,Florence A.Dolphyne Charlets,University of Ghana,Landmark,5.6412304,-0.1980666
498,Flower Pot,Legon Area,Transport Stop,5.6267862,-0.1525619
499,Flower Pot Police Checkpoint,Legon Area,Landmark,5.6268878,-0.1524205
500,Fly Nails by Fosua,Haatso,Landmark,5.6625516,-0.2089390
501,Food Addict Gh,East Legon,Restaurant,5.6487685,-0.1743462
502,Food Shed,Haatso,Restaurant Area,5.6734859,-0.1906164
503,Food vendors,University of Ghana,Market,5.6510658,-0.1921150
504,Forest View Hotel,Legon Area,Landmark,5.6221967,-0.1917637
505,Forestry Commission,Legon Area,Transport Stop,5.6390987,-0.2088308
506,Franco Baby Essentials,East Legon,Landmark,5.6597439,-0.1510513
507,Frank Torto Chemistry Building,University of Ghana,Landmark,5.6528569,-0.1855815
508,Franko Trading,Haatso,Landmark,5.6678936,-0.2043774
509,Freedom Skatepark,Legon Area,Landmark,5.6300071,-0.1757451
510,Freight Masters Driving Institute,Haatso,Landmark,5.6622897,-0.2048860
511,Friendship Arts and Signs,Haatso,Landmark,5.6606579,-0.2059005
512,Frimps,East Legon,Landmark,5.6603234,-0.1512826
513,Front Yard,Legon Area,Restaurant Area,5.6712296,-0.1894119
514,FT Tawakalatu Allah Lah,East Legon,Restaurant,5.6411288,-0.1758754
515,Fugo Bar And Restaurant,East Legon,Restaurant,5.6415460,-0.1524682
516,Funky African,Legon Area,Landmark,5.6304098,-0.1556727
517,Furniture City,Legon Area,Landmark,5.6289463,-0.1489525
518,Fyne Wood,Legon Area,Landmark,5.6683723,-0.1879818
519,G&G Baby World,Legon Area,Academic,5.6722191,-0.1823005
520,G.S Plaza,Legon Area,Landmark,5.6272816,-0.1807371
521,Gadget Master,Legon Area,Landmark,5.6304373,-0.1556191
522,Galaxy International School,Legon Area,Academic,5.6301133,-0.1628907
523,Galaxy Oil,Legon Area,Landmark,5.6254657,-0.1525043
524,GCB Bank,Legon Area,Service,5.6341075,-0.1720692
525,GCB Bank ATM,University of Ghana,Service,5.6510275,-0.1875888
526,GCB Lecture Building,University of Ghana,Academic,5.6549613,-0.1883539
527,General Service Department,University of Ghana,Landmark,5.6364020,-0.2002160
528,Geography Lecturers office,University of Ghana,Landmark,5.6511521,-0.1826368
529,Ghana Dance Ensemble,University of Ghana,Landmark,5.6501876,-0.1809883
530,Ghana Institute of Languages,East Legon,Academic,5.6582302,-0.1704529
531,Ghana Institute of Management and Public Administration,Legon Area,Academic,5.6361440,-0.2021273
532,Ghana Link,East Legon,Transport Stop,5.6401671,-0.1619568
533,GIMPA,Legon Area,Transport Stop,5.6413781,-0.2052399
534,Gimpa Junction,Legon Area,Transport Stop,5.6389743,-0.2094225
535,GIS Lab A2,University of Ghana,Landmark,5.6509856,-0.1834970
536,Glamour Beauty Salon,Haatso,Landmark,5.6735407,-0.1903986
537,Global Evangelical Church,Madina,Landmark,5.6730575,-0.1785009
538,Glow-Rainbow Community School,Legon Area,Academic,5.6742597,-0.1878594
539,GM Plaza,East Legon,Landmark,5.6414484,-0.1736124
540,GMI Motors,University of Ghana,Landmark,5.6533454,-0.1797998
541,GN Bank,East Legon,Service,5.6415187,-0.1736266
542,"Go Mart, Haatso-Atomic",Legon Area,Market,5.6666534,-0.1866009
543,Gobe Bugatti,Legon Area,Restaurant Area,5.6687038,-0.1858965
544,Goil,Legon Area,Landmark,5.6357713,-0.2146648
545,"Goil Service Center, Haatso-Atomic",Legon Area,Landmark,5.6666683,-0.1867977
546,Golden Crest Lodge,Legon Area,Landmark,5.6324435,-0.1661773
547,Golden Jubilee Clinic,East Legon,Health,5.6621735,-0.1728161
548,Golden Oyster,East Legon,Landmark,5.6363454,-0.1502005
549,Gonja Park,University of Ghana,Landmark,5.6463402,-0.1854985
550,Government Block,Madina,Landmark,5.6634117,-0.1759157
551,Governors' Block,University of Ghana,Landmark,5.6360304,-0.2007476
552,Gracia,East Legon,Landmark,5.6399775,-0.1685009
553,Graduate Block C Legon Annex,University of Ghana,Residential Area,5.6469334,-0.1888381
554,"Graduate School, Legon",University of Ghana,Landmark,5.6532335,-0.1907183
555,Grant Court,Haatso,Landmark,5.6730261,-0.1900710
556,Great Hall,University of Ghana,Landmark,5.6506336,-0.1962168
557,Green House,Legon Area,Transport Stop,5.6325112,-0.1608303
558,Grill Inferno,Legon Area,Landmark,5.6686709,-0.1856601
559,GT Bank,Legon Area,Service,5.6327733,-0.1723904
560,Gulf House,University of Ghana,Landmark,5.6288657,-0.1774228
561,Haatso,Haatso,Transport Stop,5.6672765,-0.2046504
562,Haatso Goil Oil change and repair shop,Legon Area,Landmark,5.6666505,-0.1864661
563,Haatso Junction,Haatso,Transport Stop,5.6675272,-0.2042720
564,Haatso Plaza,Haatso,Landmark,5.6667284,-0.2045054
565,Haatso Station,Haatso,Transport Stop,5.6675159,-0.2049663
566,Haatso Yam Market,Haatso,Market,5.6691800,-0.2059278
567,Haatso-Atomic Kingdom Hall,Haatso,Landmark,5.6680711,-0.1905682
568,Hair Affairs By AYISHA,Madina,Landmark,5.6691189,-0.1494039
569,Hair Pot Salon,Madina,Landmark,5.6705987,-0.1763546
570,Hairkits,East Legon,Landmark,5.6479053,-0.1508471
571,Hajia Special Local Foods,Haatso,Restaurant Area,5.6673533,-0.2134855
572,Hall Library,University of Ghana,Academic,5.6464316,-0.1872899
573,Hallmark International School,Haatso,Academic,5.6672005,-0.2055717
574,Harold's Lodge,East Legon,Landmark,5.6610993,-0.1599890
575,Harris Chapel Baptist Church Haatso,Haatso,Landmark,5.6729409,-0.1964070
576,Hasbunallah Fresh Meat Butcher,Legon Area,Landmark,5.6745754,-0.1819522
577,HEADMASTER'S HOUSE,Madina,Landmark,5.6652000,-0.1711010
578,Health Shop Mini Mart,East Legon,Health,5.6383278,-0.1708890
579,Health Training Institutions Unit,East Legon,Academic,5.6576235,-0.1663669
580,HealthLane,Legon Area,Health,5.6255447,-0.1525073
581,Heritage Bank,East Legon,Service,5.6354846,-0.1718286
582,Heritage Craft Brewery,Legon Area,Landmark,5.6323036,-0.1532249
583,Hertz,Legon Area,Landmark,5.6262303,-0.1558692
584,High Bridge Lodge Guesthouse,East Legon,Landmark,5.6548320,-0.1625336
585,High Tension,East Legon,Transport Stop,5.6434962,-0.1700242
586,HIlla Limann,University of Ghana,Landmark,5.6374645,-0.1846508
587,Hilla Limann Basketball Court,University of Ghana,Landmark,5.6377733,-0.1848289
588,Home Accessories,East Legon,Landmark,5.6400647,-0.1677698
589,Home Made Local,Madina,Restaurant Area,5.6645778,-0.1641540
590,Home Science Annex,University of Ghana,Landmark,5.6528104,-0.1845172
591,Home Sweet Kitcken,Legon Area,Landmark,5.6268088,-0.1554926
592,Homebase,East Legon,Landmark,5.6424033,-0.1631214
593,Hot Gorbe Beans and Gari,Legon Area,Landmark,5.6747498,-0.1841998
594,Hotel Casaréré,East Legon,Landmark,5.6453664,-0.1566880
595,Hotel Obama,University of Ghana,Landmark,5.6335580,-0.1761218
596,Hotelier Chef Cuisinier,East Legon,Restaurant,5.6469140,-0.1581297
597,House 9,Madina,Academic,5.6645723,-0.1725539
598,HOUSEONFLEEK HAIR and COSMETICS,Madina,Landmark,5.6696368,-0.1649396
599,Huawei,Legon Area,Landmark,5.6221199,-0.1727729
600,Human Pharmacy,East Legon,Health,5.6457994,-0.1462907
601,I can do,Legon Area,Market,5.6737639,-0.1896310
602,ICGC Cornerstone Temple,Legon Area,Landmark,5.6387475,-0.2099376
603,ICGC Labone,Madina,Landmark,5.6705270,-0.1757480
604,Ideal College,East Legon,Academic,5.6584618,-0.1687698
605,Iguala Inn,East Legon,Restaurant,5.6356728,-0.1494914
606,Illy,Legon Area,Restaurant Area,5.6689003,-0.1883098
607,"Immanuel Presbyterian Church, Madina",Madina,Landmark,5.6724161,-0.1666838
608,Information Studies Department,University of Ghana,Academic,5.6552376,-0.1870638
609,Information Studies Labs,University of Ghana,Academic,5.6553712,-0.1874179
610,Institute for Democratic Governance (IDEG),East Legon,Landmark,5.6407960,-0.1563614
611,Institute For Environment & Sanitation Studies,University of Ghana,Academic,5.6535146,-0.1819874
612,Institute of Industrial Research(IIR-CSIR),East Legon,Landmark,5.6577017,-0.1503275
613,Institute of Professional Education,Madina,Academic,5.6678880,-0.1775294
614,Institute of Statistical and Social and Economic Research (ISSER) Annex,University of Ghana,Landmark,5.6553552,-0.1844582
615,Inter-Star Eye Clinic,East Legon,Health,5.6464588,-0.1550017
616,Internal Audit Directorate,University of Ghana,Academic,5.6509387,-0.1942729
617,International Homeopatic Clinic,East Legon,Health,5.6356020,-0.1610400
618,International House,University of Ghana,Academic,5.6536183,-0.1819735
619,International Medical & Dental Clinic,East Legon,Health,5.6371824,-0.1646518
620,"International Students Hostel 1, ISH 1",University of Ghana,Hostel,5.6397693,-0.1851371
621,"International Students Hostel 2, ISH 2",University of Ghana,Hostel,5.6415466,-0.1860872
622,International Students Hostel Car Park 1,University of Ghana,Transport Stop,5.6411078,-0.1856695
623,International Students Hostel Car Park 2,University of Ghana,Transport Stop,5.6403138,-0.1853865
624,Interpost Delivery Company Ghana Office,Legon Area,Landmark,5.6230058,-0.1728818
625,IPMC IT Learning Center,Legon Area,Academic,5.6702769,-0.1805380
626,iShop,Legon Area,Landmark,5.6223828,-0.1729716
627,islamic call,East Legon,Landmark,5.6404052,-0.1568432
628,ISSER Annex Pagoda 3,University of Ghana,Landmark,5.6556811,-0.1845447
629,ISSER Building,University of Ghana,Landmark,5.6544076,-0.1844338
630,J.H. Kwabena Nketia Archives,University of Ghana,Landmark,5.6501912,-0.1812784
631,"James Quartey Building, JQB",University of Ghana,Landmark,5.6523051,-0.1819699
632,James Topp Nelson Yankah Hall,Legon Area,Hostel,5.6662587,-0.1820871
633,Jamila Home,Legon Area,Restaurant,5.6441188,-0.2106590
634,Jaria Hotel,East Legon,Landmark,5.6429203,-0.1557990
635,Jean Nelson Aka Hall,University of Ghana,Landmark,5.6353399,-0.1884752
636,Jean Nelson Volleyball Court,University of Ghana,Landmark,5.6350988,-0.1883665
637,Jeason Nelson Basketball Court,University of Ghana,Landmark,5.6356100,-0.1886448
638,Jenny’s,Legon Area,Landmark,5.6261083,-0.1534825
639,Jessentials,East Legon,Landmark,5.6375937,-0.1662071
640,Jins Heights,Legon Area,Landmark,5.6411639,-0.2112690
641,Jins Savings & Loans,Legon Area,Service,5.6501293,-0.2101737
642,jj house,Madina,Landmark,5.6683827,-0.1660258
643,Joepharma Pharmacy,University of Ghana,Health,5.6504151,-0.1915174
644,Jubilee Hall,University of Ghana,Hostel,5.6404610,-0.1862615
645,Julie Shop,East Legon,Landmark,5.6474281,-0.1501224
646,Julitom,East Legon,Landmark,5.6417553,-0.1691074
647,K Folson Building,University of Ghana,Academic,5.6553671,-0.1867331
648,"K. A. Busia Building, KAB",University of Ghana,Landmark,5.6528846,-0.1829526
649,Kadis Kids,East Legon,Landmark,5.6424735,-0.1527028
650,Kampala Courts,University of Ghana,Hostel,5.6565235,-0.1810342
651,Kariba,Legon Area,Restaurant,5.6326024,-0.1696934
652,Kay B Ice kenkey,East Legon,Restaurant Area,5.6482159,-0.1507684
653,Kay B's Hotel,East Legon,Landmark,5.6464189,-0.1525696
654,Kay B's Restaurant and Event Place,East Legon,Restaurant,5.6463123,-0.1525147
655,Kay Billie Klaer Academy,East Legon,Academic,5.6507822,-0.1481070
656,Kenlam enterprise,Haatso,Landmark,5.6738249,-0.1905562
657,KFC,East Legon,Restaurant Area,5.6393323,-0.1693996
658,KFC / Banku Junction,East Legon,Transport Stop,5.6396227,-0.1694208
659,Kiddy Ground,East Legon,Landmark,5.6416060,-0.1527847
660,Kids at Heart International School,Madina,Academic,5.6697644,-0.1788679
661,Kids Base,East Legon,Landmark,5.6421379,-0.1629883
662,KikiBee's,East Legon,Restaurant,5.6389216,-0.1698160
663,King Solomon Dental Clinic,Haatso,Landmark,5.6679084,-0.2044069
664,Kingdom Books and Stationery,Madina,Landmark,5.6669839,-0.1793098
665,Kingdom FM,Legon Area,Landmark,5.6278873,-0.1760459
666,Kingsbridge Royale Hotel,East Legon,Landmark,5.6576991,-0.1523475
667,Kisseman Junction,Legon Area,Transport Stop,5.6372540,-0.2132336
668,Kisseman Market,Legon Area,Market,5.6392602,-0.2138419
669,Kitchen and Beyond GH Limited,Haatso,Landmark,5.6649489,-0.2042949
670,Knutsford University College,East Legon,Academic,5.6387623,-0.1716306
671,Kobby Motors,East Legon,Landmark,5.6484650,-0.1559269
672,Koko Joint,University of Ghana,Restaurant Area,5.6512819,-0.1796424
673,Koko Seller,Legon Area,Landmark,5.6737875,-0.1820331
674,Krystles,East Legon,Landmark,5.6450691,-0.1485597
675,Kuffour Quadrangle,University of Ghana,Landmark,5.6529284,-0.1870485
676,Kuuks Mart,East Legon,Market,5.6478565,-0.1503106
677,Kwansa House,East Legon,Academic,5.6624742,-0.1729982
678,Kwansa House Common Room,East Legon,Academic,5.6624637,-0.1733315
679,Kwapong Basketball Court,University of Ghana,Landmark,5.6371371,-0.1859171
680,Kwashieman Junction,Legon Area,Transport Stop,5.6493102,-0.2101245
681,La Fiesta Hacienda,East Legon,Market,5.6595163,-0.1658560
682,LA-Bawaleshie JHS & Primary School,East Legon,Academic,5.6421666,-0.1674865
683,Labone House,Madina,Academic,5.6637452,-0.1721776
684,Lancaster University Ghana,East Legon,Academic,5.6413147,-0.1522205
685,Language Center,University of Ghana,Landmark,5.6498662,-0.1895072
686,Laptop repairs and mobile shop infront of SRC,University of Ghana,Landmark,5.6469286,-0.1875179
687,Larway Oraca Building,University of Ghana,Academic,5.6535634,-0.1893884
688,Laundry Hub,University of Ghana,Landmark,5.6372625,-0.1855901
689,Le Must Family Restaurant,Legon Area,Restaurant,5.6222443,-0.1735857
690,Lebanese Cultural Center,Legon Area,Landmark,5.6281591,-0.1680383
691,"LECIAD, Legon",University of Ghana,Landmark,5.6521640,-0.1842912
692,Legacy Cyber Café,Madina,Landmark,5.6679915,-0.1671087
693,Legon,University of Ghana,Transport Stop,5.6407013,-0.1790346
694,Legon 2nd Bus Stop,University of Ghana,Transport Stop,5.6517112,-0.1800313
695,Legon Baptist Church,East Legon,Landmark,5.6483717,-0.1736579
696,Legon Barrier,University of Ghana,Transport Stop,5.6415839,-0.1979135
697,Legon City Mall,University of Ghana,Landmark,5.6534426,-0.1788186
698,Legon First,University of Ghana,Transport Stop,5.6536077,-0.1807077
699,Legon Hall,University of Ghana,Hostel,5.6493740,-0.1879984
700,Legon Hall Annex A,University of Ghana,Hostel,5.6479399,-0.1884121
701,Legon Hall Annex B,University of Ghana,Hostel,5.6469788,-0.1884928
702,Legon Hall Annex C (Graduate Hostel),University of Ghana,Hostel,5.6474034,-0.1889114
703,Legon Hall Barbeque Joint,University of Ghana,Restaurant,5.6487354,-0.1895287
704,Legon Hospital Bus Station,University of Ghana,Transport Stop,5.6495321,-0.1791633
705,Legon Interdenominational Church,University of Ghana,Landmark,5.6556437,-0.1904962
706,Legon Kingdom Hall,East Legon,Landmark,5.6483452,-0.1740136
707,Legon Main Entrance,University of Ghana,Academic,5.6506424,-0.1811450
708,Legon Police Station,University of Ghana,Landmark,5.6506714,-0.1795850
709,Legon Pool Side (University of Ghana),University of Ghana,Landmark,5.6397368,-0.1824197
710,Legon Post Office,University of Ghana,Landmark,5.6508996,-0.1876341
711,Legon Primary School,University of Ghana,Transport Stop,5.6426920,-0.1899442
712,Legon Second,University of Ghana,Transport Stop,5.6518837,-0.1799915
713,Legon Second Gate,University of Ghana,Transport Stop,5.6357626,-0.1774611
714,Legon Seventh-Day Adventist Church,East Legon,Landmark,5.6479511,-0.1738051
715,Legon Station,University of Ghana,Transport Stop,5.6501681,-0.1789634
716,Legon Taxi Rank,University of Ghana,Landmark,5.6408962,-0.1789632
717,Legon Traffic Light,University of Ghana,Transport Stop,5.6405525,-0.1792475
718,Liana Hotel,Haatso,Landmark,5.6745805,-0.1929580
719,Liberty American School,Legon Area,Academic,5.6301950,-0.1621303
720,Library Pub,University of Ghana,Landmark,5.6407100,-0.1770500
721,LIC legon interdenominatinal church,University of Ghana,Transport Stop,5.6551079,-0.1902331
722,LifeWay Community Baptist Church,East Legon,Landmark,5.6461320,-0.1454693
723,Little Paris,Legon Area,Restaurant Area,5.6223602,-0.1732978
724,Little Professors Academy,Haatso,Academic,5.6727739,-0.1904951
725,Living Room,Legon Area,Restaurant,5.6344223,-0.1537452
726,Livingstone House,Legon Area,Landmark,5.6283664,-0.2149114
727,lizalex,University of Ghana,Landmark,5.6364520,-0.1866406
728,Local Vibes Restaurant,East Legon,Restaurant,5.6384839,-0.1592682
729,Loley Pub,Legon Area,Landmark,5.6434625,-0.2141153
730,Lord of the Wings restaurant,East Legon,Restaurant,5.6451510,-0.1562630
731,Love Embassy,Madina,Landmark,5.6733050,-0.1527880
732,Love Montessori International School,Madina,Academic,5.6659731,-0.1686120
733,Love Worship Christian Centre,Madina,Landmark,5.6659733,-0.1685876
734,LPG only,Haatso,Landmark,5.6716792,-0.2044296
735,Lucas University,Legon Area,Academic,5.6250563,-0.1885236
736,Lycée Française Jacques Prevet,Legon Area,Academic,5.6320015,-0.1701547
737,M&K Xpress Auto Services,Madina,Landmark,5.6728668,-0.1518385
738,Macarthy House,Legon Area,Landmark,5.6294995,-0.2143315
739,Madina Central SDA Church,Madina,Landmark,5.6668215,-0.1642457
740,Madina Firestone Junction,Madina,Transport Stop,5.6685252,-0.1712544
741,Madina Philadelphia Royals,Madina,Landmark,5.6741989,-0.1772589
742,Madina Polyclinic,Madina,Health,5.6675801,-0.1652291
743,Maison Francais,University of Ghana,Landmark,5.6493191,-0.1875420
744,Mama Lit,Madina,Restaurant,5.6680008,-0.1651215
745,Mamma Mia East Legon,Legon Area,Restaurant,5.6295047,-0.1643344
746,Manet Palm Estates,Madina,Landmark,5.6725076,-0.1480714
747,Mango & Wheat,Legon Area,Restaurant,5.6342314,-0.1725357
748,Mangoase,Madina,Market,5.6640204,-0.1736529
749,Manya Krobo Rural Bank,Madina,Service,5.6693565,-0.1758589
750,Martey Tsuru Presby Basic Schools,Legon Area,Academic,5.6233452,-0.1476797
751,Master’s Senior High,Haatso,Academic,5.6721285,-0.2009149
752,Mathematics Dept,University of Ghana,Landmark,5.6539165,-0.1844604
753,Maths Dept,University of Ghana,Landmark,5.6538571,-0.1838395
754,Matrix Fitness & Lifestyle Center,University of Ghana,Landmark,5.6534687,-0.1788222
755,Max Mart,University of Ghana,Market,5.6533380,-0.1790408
756,Maxi Catering Services,University of Ghana,Restaurant,5.6393227,-0.1825771
757,Maxxon,Haatso,Landmark,5.6677133,-0.2033511
758,Maxy Forex Bureau,Haatso,Landmark,5.6666048,-0.2043743
759,Mayan Book Centre Limited,East Legon,Landmark,5.6378875,-0.1725856
760,Mazda,Legon Area,Landmark,5.6264643,-0.1547504
761,Mc Joy Restaurant,East Legon,Restaurant,5.6395725,-0.1689287
762,McDan AstroTurf,University of Ghana,Landmark,5.6357062,-0.1763479
763,McHenly's Medical Centre,Legon Area,Health,5.6328150,-0.1669205
764,MCS International High,Legon Area,Academic,5.6321431,-0.1576054
765,MDS Lancet Laboratories,East Legon,Landmark,5.6363328,-0.1731256
766,Med Aid Pharmacy,East Legon,Health,5.6464443,-0.1550248
767,Medical & Dental Clini6,Legon Area,Health,5.6264187,-0.1537796
768,Medifem Multi-Specialist Hospital & Fertility Centre,Legon Area,Health,5.6585279,-0.2060705
769,Medimart,Legon Area,Health,5.6279561,-0.1511863
770,MediTab,Haatso,Health,5.6739300,-0.1937353
771,Meditab Pharmacy,East Legon,Health,5.6597419,-0.1511167
772,Meko,University of Ghana,Landmark,5.6409815,-0.1777129
773,Melcom,Legon Area,Market,5.6225574,-0.1729668
774,Melcom Plus,Legon Area,Market,5.6264343,-0.1514235
775,"Mellow Foods, Accra",Madina,Landmark,5.6628040,-0.1795770
776,Meltwater Entrepreneurial School Of Technology,East Legon,Landmark,5.6444262,-0.1516189
777,Mensah Sarbah Annex A,University of Ghana,Hostel,5.6459267,-0.1854758
778,Mensah Sarbah Annex B,University of Ghana,Hostel,5.6448992,-0.1854696
779,Mensah Sarbah Annex C,University of Ghana,Hostel,5.6453805,-0.1852587
780,Mensah Sarbah Annex D,University of Ghana,Hostel,5.6453944,-0.1857008
781,Mensah Sarbah Dining Hall,University of Ghana,Restaurant,5.6453777,-0.1870763
782,Mensah Sarbah Hall,University of Ghana,Hostel,5.6459401,-0.1870690
783,Mensah Sarbah Hall Mosque,University of Ghana,Landmark,5.6455097,-0.1864822
784,Mensah Sarbah Main Hall Females' Laundromat,University of Ghana,Landmark,5.6459442,-0.1866023
785,Mensvic,East Legon,Transport Stop,5.6370893,-0.1716064
786,Mensvic Grand Hotel,East Legon,Landmark,5.6370692,-0.1719306
787,Michelin,University of Ghana,Landmark,5.6575746,-0.1799990
788,MiG Mart East Legon,East Legon,Market,5.6352469,-0.1499508
789,Miklin Hotel,Legon Area,Landmark,5.6304450,-0.1686709
790,Milano,Legon Area,Landmark,5.6299622,-0.1462436
